col_zero,col_one,col_two,col_three,col_four
vdx_ent_oral_medicine,Oral lesion,Appearance of the Patient,Patient appears systemically ill - toxic,
vdx_ent_oral_medicine,Oral lesion,Appearance of the Patient,None,
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No skin findings,
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No cardiovascular findings,
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No dysmorphologic/malformation features,
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No gastrointestinal findings,
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No HEENT findings,
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No musculoskeletal findings,
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No neurologic findings,
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No medication use (prescription or OTC),
vdx_ent_oral_medicine,Oral lesion,Nagetive Findings,No respiratory findings,
vdx_ent_oral_medicine,Otalgia,Onset Findings,Developed rapidly (minutes to hours),
vdx_ent_oral_medicine,Otalgia,Onset Findings,Developed acutely (days to weeks),
vdx_ent_oral_medicine,Otalgia,Onset Findings,Developed chronically (months to years),
vdx_ent_oral_medicine,Otalgia,Onset Findings,Recurring episodes or relapses,
vdx_ent_oral_medicine,Otalgia,Onset Findings,Present at birth,
vdx_ent_oral_medicine,Otalgia,Appearance of the Patient,Patient appears well,
vdx_ent_oral_medicine,Otalgia,Appearance of the Patient,Patient appears ill,
vdx_ent_oral_medicine,Otalgia,Appearance of the Patient,Patient appears systemically ill - toxic,
vdx_ent_oral_medicine,Otalgia,Appearance of the Patient,None,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Dysgeusia,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Dysphagia,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Hearing loss,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Jaw pain,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Nasal congestion,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Otorrhea,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Sore throat,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Rhinorrhea,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Tinnitus,
vdx_ent_oral_medicine,Otalgia,HEENT Symptoms,Toothache,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Fever,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Headache,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Nausea,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Vomiting,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Unexplained weight loss,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Chest pain,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Neck pain,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Pruritus,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Cough,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Cervical lymphadenopathy,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Vertigo,
vdx_ent_oral_medicine,Otalgia,Other Symptoms,Vision loss,
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No skin findings,
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No cardiovascular findings,
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No dysmorphologic/malformation features,
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No gastrointestinal findings,
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No HEENT findings,
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No musculoskeletal findings,
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No neurologic findings,
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No medication use (prescription or OTC),
vdx_ent_oral_medicine,Otalgia,Nagetive Findings,No respiratory findings,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Onset Findings,Developed rapidly (minutes to hours),
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Onset Findings,Developed acutely (days to weeks),
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Onset Findings,Developed chronically (months to years),
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Onset Findings,Recurring episodes or relapses,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Onset Findings,Present at birth,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Appearance of the Patient,Patient appears well,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Appearance of the Patient,Patient appears ill,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Appearance of the Patient,Patient appears systemically ill - toxic,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Appearance of the Patient,None,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Fever,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Conjunctival injection,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Splenomegaly,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Hepatomegaly,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Neck mass,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Unexplained weight los,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Lymphadenopathy,Generalized lymphadenopathy
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Lymphadenopathy,Axillary lymphadenopathy
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Lymphadenopathy,Cervical lymphadenopathy
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Lymphadenopathy,Inguinal lymphadenopathy
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Lymphadenopathy,Occipital lymphadenopathy
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Lymphadenopathy,Preauricular lymphadenopathy
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Physical Examination,Lymphadenopathy,Hilar lymphadenopathy
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,General,Anorexia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,General,Arthralgia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,General,Dehydration
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,General,Chills
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,General,Fatigue
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,General,Malaise
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Coryza
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Epistaxis
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Hoarseness
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Hearing loss
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Mouth pain
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Nasal congestion
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Rhinorrhea
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Globus sensation
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,HEENT,Ocular painVision loss
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Digestive/abdominal,Abdominal pain
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Digestive/abdominal,Diarrhea
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Digestive/abdominal,Dysphagia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Digestive/abdominal,Hiccups
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Digestive/abdominal,Nausea
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Digestive/abdominal,Vomiting
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Neurologic,Mental status alteration
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Neurologic,Headache
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Neurologic,Dizziness
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Neurologic,Photophobia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Neurologic,Seizures
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Respiratory,Cough
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Respiratory,Chest pain
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Respiratory,Dyspnea
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Respiratory,Wheezing
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Associated Symptoms,Respiratory,Tachypnea
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Hematology,Leukocytosis
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Hematology,Leukopenia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Hematology,Thrombocytosis
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Hematology,Thrombocytopenia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Hematology,Anemia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Hematology,Eosinophilia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,C-reactive protein elevated
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,ESR elevated
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Transaminases elevated
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Hyponatremia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Hypernatremia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Hyperbilirubinemia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,LDH elevated
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Procalcitonin increased
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Acid base disturbance
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Blood urea nitrogen elevated
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Hypoxemia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Investigation,Chemistry,Hypercalcemia
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Travel History,Endemic Zones,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No skin findings,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No cardiovascular findings,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No dysmorphologic/malformation features,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No gastrointestinal findings,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No HEENT findings,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No musculoskeletal findings,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No neurologic findings,
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No medication use (prescription or OTC),
vdx_ent_oral_medicine,Pharyngitis (Sore throat),Nagetive Findings,No respiratory findings,
vdx_ent_oral_medicine,Dysphagia,Appearance of the Patient,Patient appears well,
vdx_ent_oral_medicine,Dysphagia,Appearance of the Patient,Patient appears ill,
vdx_ent_oral_medicine,Dysphagia,Appearance of the Patient,Patient appears systemically ill - toxic,
vdx_ent_oral_medicine,Dysphagia,Appearance of the Patient,None,
vdx_ent_oral_medicine,Dysphagia,Onset Findings,Developed rapidly (minutes to hours),
vdx_ent_oral_medicine,Dysphagia,Onset Findings,Developed acutely (days to weeks),
vdx_ent_oral_medicine,Dysphagia,Onset Findings,Developed chronically (months to years),
vdx_ent_oral_medicine,Dysphagia,Onset Findings,Recurring episodes or relapses,
vdx_ent_oral_medicine,Dysphagia,Onset Findings,Present at birth,
vdx_ent_oral_medicine,Dysphagia,Symptoms,General,Fever
vdx_ent_oral_medicine,Dysphagia,Symptoms,General,Unexplained weight loss
vdx_ent_oral_medicine,Dysphagia,Symptoms,General,Generalized weakness
vdx_ent_oral_medicine,Dysphagia,Symptoms,General,Neck pain
vdx_ent_oral_medicine,Dysphagia,Symptoms,General,Night sweats
vdx_ent_oral_medicine,Dysphagia,Symptoms,Digestive/abdominal,Eructation
vdx_ent_oral_medicine,Dysphagia,Symptoms,Digestive/abdominal,Vomiting
vdx_ent_oral_medicine,Dysphagia,Symptoms,Digestive/abdominal,Diarrhea
vdx_ent_oral_medicine,Dysphagia,Symptoms,Digestive/abdominal,Globus sensation
vdx_ent_oral_medicine,Dysphagia,Symptoms,Digestive/abdominal,Dyspepsia
vdx_ent_oral_medicine,Dysphagia,Symptoms,Digestive/abdominal,Choking sensation
vdx_ent_oral_medicine,Dysphagia,Symptoms,Digestive/abdominal,Sialorrhea
vdx_ent_oral_medicine,Dysphagia,Symptoms,Digestive/abdominal,Oral ulcers
vdx_ent_oral_medicine,Dysphagia,Symptoms,Neurologic,Numbness
vdx_ent_oral_medicine,Dysphagia,Symptoms,Neurologic,Eyelid ptosis
vdx_ent_oral_medicine,Dysphagia,Symptoms,Neurologic,Tremor
vdx_ent_oral_medicine,Dysphagia,Symptoms,Neurologic,Neuropathy peripheral
vdx_ent_oral_medicine,Dysphagia,Symptoms,Neurologic,Dystonia
vdx_ent_oral_medicine,Dysphagia,Symptoms,Respiratory,Cough
vdx_ent_oral_medicine,Dysphagia,Symptoms,Respiratory,Chest pain
vdx_ent_oral_medicine,Dysphagia,Symptoms,Respiratory,Dyspnea
vdx_ent_oral_medicine,Dysphagia,Symptoms,Respiratory,Hoarseness
vdx_ent_oral_medicine,Dysphagia,Investigation,Eosinophilia,
vdx_ent_oral_medicine,Dysphagia,Investigation,Hemoccult positive stool,
vdx_ent_oral_medicine,Dysphagia,Investigation,Thyroid-stimulating hormone elevated,
vdx_ent_oral_medicine,Dysphagia,Investigation,Thyroid-stimulating hormone decreased,
vdx_ent_oral_medicine,Dysphagia,Abuse History,Tobacco use,
vdx_ent_oral_medicine,Dysphagia,Abuse History,Alcohol use,
vdx_ent_oral_medicine,Dysphagia,Abuse History,Drugs use,
vdx_ent_oral_medicine,Dysphagia,Abuse History,Substance,
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No skin findings,
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No cardiovascular findings,
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No dysmorphologic/malformation features,
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No gastrointestinal findings,
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No HEENT findings,
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No musculoskeletal findings,
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No neurologic findings,
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No medication use (prescription or OTC),
vdx_ent_oral_medicine,Dysphagia,Nagetive Findings,No respiratory findings,
vdx_ent_oral_medicine,Rhinorrhea,Associated Symptoms,Fever,
vdx_ent_oral_medicine,Rhinorrhea,Associated Symptoms,Sore throat,
vdx_ent_oral_medicine,Rhinorrhea,Associated Symptoms,No sore throat,
vdx_ent_oral_medicine,Rhinorrhea,Associated Symptoms,Cough,
vdx_ent_oral_medicine,Rhinorrhea,Associated Symptoms,Headache,
vdx_ent_oral_medicine,Rhinorrhea,Associated Symptoms,Sneezing,
vdx_ent_oral_medicine,Rhinorrhea,Associated Symptoms,Ocular pruritus,
vdx_ent_oral_medicine,Rhinorrhea,Associated Symptoms,Dyspepsia,
vdx_ent_oral_medicine,Rhinorrhea,Onset Findings,Developed rapidly (minutes to hours),
vdx_ent_oral_medicine,Rhinorrhea,Onset Findings,Developed acutely (days to weeks),
vdx_ent_oral_medicine,Rhinorrhea,Onset Findings,Developed chronically (months to years),
vdx_ent_oral_medicine,Rhinorrhea,Onset Findings,Recurring episodes or relapses,
vdx_ent_oral_medicine,Rhinorrhea,Onset Findings,Present at birth,
vdx_ent_oral_medicine,Rhinorrhea,Medical History,History of Allergic rhinitis,
vdx_ent_oral_medicine,Rhinorrhea,Medical History,History of Asthma,
vdx_ent_oral_medicine,Rhinorrhea,Medical History,History of Atopic dermatitis,
vdx_ent_oral_medicine,Rhinorrhea,Medical History,History of Sarcoidosis,
vdx_ent_oral_medicine,Rhinorrhea,Social History,Emotional stress or trauma,
vdx_ent_oral_medicine,Rhinorrhea,Social History,Hay exposure,
vdx_ent_oral_medicine,Rhinorrhea,Social History,Animal exposure,
vdx_ent_oral_medicine,Rhinorrhea,Exam Findings,Nasal polyps,
vdx_ent_oral_medicine,Rhinorrhea,Exam Findings,Nasal congestion,
vdx_ent_oral_medicine,Rhinorrhea,Exam Findings,Conjunctival injection,
vdx_ent_oral_medicine,Rhinorrhea,Exam Findings,Epistaxis,
vdx_ent_oral_medicine,Rhinorrhea,Exam Findings,Nasal obstruction,
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No skin findings,
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No cardiovascular findings,
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No dysmorphologic/malformation features,
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No gastrointestinal findings,
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No HEENT findings,
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No musculoskeletal findings,
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No neurologic findings,
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No medication use (prescription or OTC),
vdx_ent_oral_medicine,Rhinorrhea,Nagetive Findings,No respiratory findings,
vdx_ent_oral_medicine,Rhinorrhea,Abuse History,Tobacco use,
vdx_ent_oral_medicine,Rhinorrhea,Abuse History,Alcohol use,
vdx_ent_oral_medicine,Rhinorrhea,Abuse History,Drugs use,
vdx_ent_oral_medicine,Toothache,Appearance of the Patient,Patient appears well,
vdx_ent_oral_medicine,Toothache,Appearance of the Patient,Patient appears ill,
vdx_ent_oral_medicine,Toothache,Appearance of the Patient,Patient appears systemically ill - toxic,
vdx_ent_oral_medicine,Toothache,Appearance of the Patient,None,
vdx_ent_oral_medicine,Toothache,Oral Symptoms & Signs,Gingival hemorrhage,
vdx_ent_oral_medicine,Toothache,Oral Symptoms & Signs,Dental caries,
vdx_ent_oral_medicine,Toothache,Oral Symptoms & Signs,Gingival hypertrophy,
vdx_ent_oral_medicine,Toothache,Oral Symptoms & Signs,Xerostomia,
vdx_ent_oral_medicine,Toothache,Oral Symptoms & Signs,Trismus,
vdx_ent_oral_medicine,Toothache,Oral Symptoms & Signs,Halitosis,
vdx_ent_oral_medicine,Toothache,General Symptoms,Headache,
vdx_ent_oral_medicine,Toothache,General Symptoms,Fever,
vdx_ent_oral_medicine,Toothache,General Symptoms,Dizziness,
vdx_ent_oral_medicine,Toothache,General Symptoms,Fatigue,
vdx_ent_oral_medicine,Toothache,General Symptoms,Dyspnea,
vdx_ent_oral_medicine,Toothache,General Symptoms,Rhinorrhea,
vdx_ent_oral_medicine,Toothache,General Symptoms,Otalgia,
vdx_ent_oral_medicine,Toothache,General Symptoms,Chest pain,
vdx_ent_oral_medicine,Toothache,General Symptoms,Lymphadenopathy,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral White Plaque,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral Pigmented Plaque,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral Pigmented Macule / Patch,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral Purpura / Vascular Growth,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral Cyst / Vesicle,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral Papule,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral Nodule,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral Tumor / Mass,
vdx_ent_oral_medicine,Toothache,Oral lesions,Oral Erosion / Ulcer / Atrophy,
vdx_ent_oral_medicine,Toothache,Oral Location,Soft Palate / Tonsillar,
vdx_ent_oral_medicine,Toothache,Oral Location,Hard Palate,
vdx_ent_oral_medicine,Toothache,Oral Location,Mucosal Lip,
vdx_ent_oral_medicine,Toothache,Oral Location,Buccal Mucosa,
vdx_ent_oral_medicine,Toothache,Oral Location,Gingival-Alveolar Mucosa,
vdx_ent_oral_medicine,Toothache,Oral Location,Ventral Tongue,
vdx_ent_oral_medicine,Toothache,Oral Location,Dorsal Tongue,
vdx_ent_oral_medicine,Toothache,Oral Location,Lips,
vdx_ent_oral_medicine,Toothache,Oral Location,Commissure Of Lips,
vdx_ent_oral_medicine,Toothache,Abuse History,Tobacco use,
vdx_ent_oral_medicine,Toothache,Abuse History,Alcohol use,
vdx_ent_oral_medicine,Toothache,Abuse History,Drugs use,
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No skin findings,
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No cardiovascular findings,
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No dysmorphologic/malformation features,
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No gastrointestinal findings,
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No HEENT findings,
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No musculoskeletal findings,
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No neurologic findings,
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No medication use (prescription or OTC),
vdx_ent_oral_medicine,Toothache,Nagetive Findings,No respiratory findings,
vdx_ent_oral_medicine,Nasal Congestion,Other HEENT Symptoms,Epistaxis,
vdx_ent_oral_medicine,Nasal Congestion,Other HEENT Symptoms,Sneezing,
vdx_ent_oral_medicine,Nasal Congestion,Other HEENT Symptoms,Rhinorrhea,
vdx_ent_oral_medicine,Nasal Congestion,Other HEENT Symptoms,Dysgeusia,
vdx_ent_oral_medicine,Nasal Congestion,Other HEENT Symptoms,Hyposmia,
vdx_ent_oral_medicine,Nasal Congestion,Other HEENT Symptoms,Hoarseness,
vdx_ent_oral_medicine,Nasal Congestion,Other HEENT Symptoms,Dysphagia,
vdx_ent_oral_medicine,Nasal Congestion,Other HEENT Symptoms,Lymphadenopathy,
vdx_ent_oral_medicine,Nasal Congestion,General Symptoms,Fever,
vdx_ent_oral_medicine,Nasal Congestion,General Symptoms,Headache,
vdx_ent_oral_medicine,Nasal Congestion,General Symptoms,Fatigue,
vdx_ent_oral_medicine,Nasal Congestion,General Symptoms,Anorexia,
vdx_ent_oral_medicine,Nasal Congestion,General Symptoms,Malaise,
vdx_ent_oral_medicine,Nasal Congestion,General Symptoms,Vomiting,
vdx_ent_oral_medicine,Nasal Congestion,General Symptoms,Diarrhea,
vdx_ent_oral_medicine,Nasal Congestion,Nasal Exam Findings,Nasal polyps,
vdx_ent_oral_medicine,Nasal Congestion,Nasal Exam Findings,Nasal obstruction,
vdx_ent_oral_medicine,Nasal Congestion,Exposure,Animal,
vdx_ent_oral_medicine,Nasal Congestion,Exposure,Reptile,
vdx_ent_oral_medicine,Nasal Congestion,Exposure,Chemical,
vdx_ent_oral_medicine,Nasal Congestion,Exposure,Birds,
vdx_ent_oral_medicine,Nasal Congestion,Exposure,Aquatic Animals,
vdx_ent_oral_medicine,Nasal Congestion,Exposure,Mosquito,
vdx_ent_oral_medicine,Nasal Congestion,Onset Findings,Developed rapidly (minutes to hours),
vdx_ent_oral_medicine,Nasal Congestion,Onset Findings,Developed acutely (days to weeks),
vdx_ent_oral_medicine,Nasal Congestion,Onset Findings,Developed chronically (months to years),
vdx_ent_oral_medicine,Nasal Congestion,Onset Findings,Recurring episodes or relapses,
vdx_ent_oral_medicine,Nasal Congestion,Onset Findings,Present at birth,
vdx_ent_oral_medicine,Tinnitus,Onset Findings,Developed rapidly (minutes to hours),
vdx_ent_oral_medicine,Tinnitus,Onset Findings,Developed acutely (days to weeks),
vdx_ent_oral_medicine,Tinnitus,Onset Findings,Developed chronically (months to years),
vdx_ent_oral_medicine,Tinnitus,Onset Findings,Recurring episodes or relapses,
